climber_id,LAST,FIRST,Gender,Nation,Last_active,YOB
12373,Buhl,Nikolai,male,GER,2014-07-11,1989
266,Legrand,François,male,FRA,2014-07-10,1970
6076,Brumagne,Mathilde,female,BEL,2014-07-10,1989
7665,Aglae,Kevin,male,FRA,2014-07-10,1991
8293,Heitz,Margot,female,FRA,2014-07-10,1992
8976,Vedenchuk,Viacheslav,male,RUS,2014-07-10,1993
9375,Hamer,Edward,male,GBR,2014-07-10,1992
10124,Pashley,Sarah,female,GBR,2014-07-10,1995
10267,Correa,Sofia,female,ECU,2014-07-10,1994
10565,Khutorova,Yulia,female,RUS,2014-07-10,1997
10852,Skorodumova,Tatiana,female,RUS,2014-07-10,1994
7939,DiGiulian,Sasha,female,USA,2014-07-09,1992
11305,Elias,Danny,male,SWE,2014-07-09,1982
12063,Nahon,Eolia,female,FRA,2014-07-09,1998
12815,Russell,Rob,male,GBR,2014-07-09,1978
6813,Cho,Gye-Ju,male,KOR,2014-07-08,1968
12808,Ivorra,Mark,male,ECU,2014-07-08,1976
11984,Wied,Mads Winsløv,male,DEN,2014-07-07,1973
12176,Galletti,Carla,female,ITA,2014-07-07,1961
12587,O Sullivan,Damien,male,IRL,2014-07-07,1980
12804,Cristaudo,Clara Maria,female,ITA,2014-07-07,1978
12792,Yamamoto,Takashi,male,JPN,2014-07-06,1977
12793,Mende,Ryoko,female,JPN,2014-07-06,1954
12794,Aita,Ryoko,female,JPN,2014-07-06,1964
12795,Aoki,Akira,male,JPN,2014-07-06,1967
10410,Iwamoto,Kenji,male,JPN,2014-07-04,1974
11266,Maeoka,Masahito,male,JPN,2014-07-04,1971
12742,Schuler,Franz Josef,male,AUT,2014-07-04,1987
12783,Arevalo,Jeniffer,female,COL,2014-07-04,1984
12785,Aoki,Hiromi,female,JPN,2014-07-04,1971
12786,Otsuki,Tomoyuki,male,JPN,2014-07-04,1970
12787,Suzuki,Naoya,male,JPN,2014-07-04,1976
12788,Sato,Ken,male,JPN,2014-07-04,1959
11244,Demartino,Craig,male,USA,2014-07-03,1965
11735,Hara,Fumio,male,JPN,2014-07-03,1962
447,Reis,Jürgen,male,AUT,2014-07-02,1976
12651,Skop,Oz,male,ISR,2014-07-02,1977
12705,Korb,Ludwig,male,GER,2014-07-02,1966
12140,Dichtlova,Marie,female,CZE,2014-06-30,1969
12769,Swart,Adrian,male,RSA,2014-06-30,1968
7797,Pietrzak,Pawel,male,POL,2014-06-27,1988
8574,Hawkins,Miura,female,USA,2014-06-27,1992
9220,Chapet,Manon,female,FRA,2014-06-27,1993
12585,O Raw,Juan,male,IRL,2014-06-27,1990
12721,Forgue,Julien,male,FRA,2014-06-27,1992
12753,Ng Thow Hing,Alayne,female,CAN,2014-06-27,1983
12738,Roberts,Gwynfor,male,GBR,2014-06-25,1961
12740,Jenewein,Lisa,female,AUT,2014-06-25,1991
12744,Joas,Maria,female,AUT,2014-06-25,1987
11308,Cheminade,Jean,male,FRA,2014-06-23,1980
11314,Le Bissonnais,Yves,male,FRA,2014-06-22,1961
5141,Sinitcyn,Sergei,male,RUS,2014-06-20,1983
9420,Seto,Keita,male,JPN,2014-06-20,1985
12710,Winoto,Ardi,male,INA,2014-06-20,1989
12713,Wulteputte,Liesbeth,female,BEL,2014-06-17,1991
6345,Schuster,Saskia,female,GER,2014-06-15,1981
9497,Cermak,Petr,male,CZE,2014-06-14,1995
10386,Stelzmüller,Christopher,male,AUT,2014-06-14,1997
10438,Horvath,Laura,female,HUN,2014-06-14,1997
10491,Martin,Buster,male,GBR,2014-06-14,1996
11130,Sedlacek,Vojtech,male,CZE,2014-06-14,1997
11175,Sharkov,Todor,male,BUL,2014-06-14,1998
11499,Drummond,Rebekah,female,GBR,2014-06-14,1996
11797,Bryant,Ellissa,female,GBR,2014-06-14,1998
11998,Peltramova,Veronika,female,CZE,2014-06-14,1999
12108,Bownes,Ian,male,GBR,2014-06-14,1998
12203,Meleshko,Oleksandr,male,UKR,2014-06-14,1999
12539,Jensen,Johan,male,DEN,2014-06-14,1997
12573,Deguée,Manon,female,BEL,2014-06-14,2000
12640,Telepov,Dmitrii,male,RUS,2014-06-14,1999
12641,Liatckaia,Tatiana,female,RUS,2014-06-14,1996
12650,Allen,Emily,female,GBR,2014-06-14,1999
12653,Cargill,Rory,male,GBR,2014-06-14,2000
12656,Taylor,David,male,GBR,2014-06-14,1999
12684,McLoughlin,Cameron,male,GBR,2014-06-14,1999
12704,Pozharov,Vsevolod,male,UKR,2014-06-14,2000
12043,Holzmann,Patricia,female,GER,2014-06-07,1996
3677,Asher,Elizabeth,female,USA,2014-06-06,1986
5789,Muller,Josh,male,CAN,2014-06-06,1986
6862,Freyria,Edrick,male,MEX,2014-06-06,1985
7934,Hoberg,Ben,male,USA,2014-06-06,1991
8622,Martinez Sevilla,José David,male,MEX,2014-06-06,1991
10977,Senbongi,Yosuke,male,JPN,2014-06-06,1988
12602,Fernandez Esponda,Karla,female,MEX,2014-06-06,1988
3187,Di Marino,Leonardo,male,ITA,2014-06-05,1963
7405,Wolff,Caroline,female,GER,2014-06-04,1988
8064,Bosse,Tobias,male,GER,2014-06-03,1974
12105,Perry,Thomas,male,GBR,2014-06-03,1979
6739,German,Marshal,male,CAN,2014-05-31,1990
8930,de Bruijn,Bonnie,female,CAN,2014-05-31,1978
8934,Briggs,Kerry,female,CAN,2014-05-31,1988
9013,Reid,Holly,female,CAN,2014-05-31,1984
10467,Mesnard,Lucas,male,FRA,2014-05-31,1997
10901,Volkov,Igor,male,RUS,2014-05-31,1997
11020,Schmidt,Bertil S. S.,male,DEN,2014-05-31,1998
11103,Baldinger,Andreas,male,AUT,2014-05-31,1995
11125,Pipers,Ghislain,male,FRA,2014-05-31,1995
11127,Meignan,Thoma,male,FRA,2014-05-31,1997
11698,Tomazic,Urh,male,SLO,2014-05-31,1996
12020,Gyllenborg,Liv,female,DEN,2014-05-31,1998
12080,Weiler,Sarah,female,AUT,2014-05-31,1997
12537,Hjorth,Hannah,female,DEN,2014-05-31,1998
12538,Kærn Berggren,Mathis,male,DEN,2014-05-31,1996
12609,Pérez Pérez,Elba,female,ESP,2014-05-31,1998
12615,Pfeiferova,Zuzana,female,CZE,2014-05-31,1995
12619,Moravcova,Adela,female,CZE,2014-05-31,2000
12630,Devrainne,Aliénor,female,FRA,2014-05-31,1997
12672,Walch,Niklas,male,AUT,2014-05-31,1999
12676,Schmid,Eva,female,AUT,2014-05-31,2000
11875,Kim,Nacksoo,male,KOR,2014-05-29,1968
12631,Hubi,Stéphane,male,FRA,2014-05-27,1969
10476,Ribière,Philippe,male,FRA,2014-05-25,1977
11312,Colin,Noel,male,FRA,2014-05-25,1976
12657,Kornietckii,Iurii,male,RUS,2014-05-23,1965
12649,Mulas Sánchez,Jose Antonio,male,ESP,2014-05-21,1963
3596,Gabrysch,Christoph,male,GER,2014-05-20,1983
12647,Landman,Annelee,female,GBR,2014-05-20,1958
4882,Beer,Rolf,male,SUI,2014-05-18,1987
4896,Furrer,Gregor,male,SUI,2014-05-18,1985
4897,Stierli,Marcel,male,SUI,2014-05-18,1985
5775,Karpf,Stefan,male,SUI,2014-05-18,1987
6021,Genecand,Léon,male,SUI,2014-05-18,1993
8262,Imhof,Patrick,male,SUI,2014-05-18,1978
8724,Veenhuys,Arthur,male,SUI,2014-05-18,1989
10324,Binggeli,Lisa,female,SUI,2014-05-18,1996
10325,Masero,Thea,female,SUI,2014-05-18,1997
10954,Frutiger,Andrina,female,SUI,2014-05-18,1998
12218,Losinger,Gian,male,SUI,2014-05-18,1996
3646,Svub,Ondrej,male,SVK,2014-05-16,1985
9221,Leslie-Wujastyk,Mina,female,GBR,2014-05-16,1987
10010,Zampa,Giada,female,ITA,2014-05-16,1996
10369,Rundin,Robert,male,SWE,2014-05-16,1987
10443,Ravas,Juraj,male,SVK,2014-05-16,1991
10814,Klemm,Victoria,female,AUT,2014-05-16,1994
11985,Wied,Pernille Winsløv,female,DEN,2014-05-14,1979
12021,Schmidt,Niels Stoubæk,male,DEN,2014-05-14,1963
12427,Krizanic,Alan,male,CRO,2014-05-14,1979
12613,Bosi,Martin,male,GBR,2014-05-14,1957
12019,Eirisch,Angelika,female,CAN,2014-05-13,1956
7541,Hequin,Olivier,male,FRA,2014-05-10,1981
8200,Swirk,Lukasz,male,POL,2014-05-03,1985
8795,Aksu,Berkan,male,TUR,2014-05-03,1992
9530,Bruckner,Esther,female,FRA,2014-05-03,1994
10163,Dulgeroglu,Burak,male,TUR,2014-05-03,1994
10344,Mikeladze,Erekle,male,GEO,2014-05-03,1989
10427,Yosefi,Mohammadsadegh,male,IRI,2014-05-03,1993
10439,Shafiee,Mohsen,male,IRI,2014-05-03,1988
10995,Huseynova,Konul,female,AZE,2014-05-03,1980
10996,Ibadov,Babek,male,AZE,2014-05-03,1987
10998,Sultanova,Aysel,female,AZE,2014-05-03,1984
11002,Shahbalaye,Zohrab,male,AZE,2014-05-03,1985
11007,Mammadova,Reyhan,female,AZE,2014-05-03,1995
11085,Seferova,Sima,female,AZE,2014-05-03,1990
11369,Safarov,Gulbala,male,AZE,2014-05-03,1993
11443,Taghizade,Chingiz,male,AZE,2014-05-03,1993
11462,Mitaishvili,Lasha,male,GEO,2014-05-03,1995
11754,Beliakov,Oleg,male,RUS,2014-05-03,1992
11858,Alikhani,Maryam,female,IRI,2014-05-03,1993
12050,Aliyev,Amil,male,AZE,2014-05-03,1992
12054,Khutsishvili,Mamuka,male,GEO,2014-05-03,1995
12118,Chartolani,Gogi,male,GEO,2014-05-03,1994
12505,Rezaei,Zahra,female,IRI,2014-05-03,1984
12506,Doustarian,Arash,male,IRI,2014-05-03,1987
12554,Mukbaniani,Giorgi,male,GEO,2014-05-03,1996
12556,Dularidze,Anna,female,GEO,2014-05-03,1989
12580,Kassay,Tibor,male,AUS,2014-05-01,1953
12581,Kassay,Aggie,female,AUS,2014-05-01,1955
11793,Margon,Simon,male,SLO,2014-04-30,1987
12565,Cohn,Robert,male,ROU,2014-04-29,1980
12570,Kazimirowski,Olek,male,BEL,2014-04-29,1984
12237,Gudevang,Lars Ole,male,NOR,2014-04-28,1976
7131,Spahr,Mengia Rea,female,SUI,2014-04-26,1993
8152,Test,Athlete 9,male,XYZ,2014-04-23,1979
9026,Test,Athlete 41,male,XYZ,2014-04-23,1973
9027,Test,Athlete 42,male,XYZ,2014-04-23,1974
9028,Test,Athlete 43,male,XYZ,2014-04-23,1973
11779,Langmore,Amy,female,AUS,2014-04-13,1984
5556,Ito,Hidekazu,male,JPN,2014-04-11,1976
12548,Khalidi,Ali,male,IRI,2014-04-06,1985
2068,Siedler,Kai,male,GER,2014-03-24,1965
12521,Gorji,Mansoureh,female,IRI,2014-03-21,1968
12522,Naghibzadeh,Abdolreza,male,IRI,2014-03-21,1970
12515,Garside,Alisha,female,GBR,2014-03-16,
12516,Day,Rosie,female,GBR,2014-03-16,
862,Whittaker,Sam,male,GBR,2014-03-15,
8249,Garden,James,male,GBR,2014-03-15,1991
9967,Bacher,Katharina,female,AUT,2014-03-15,1992
5300,Watson,Stewart,male,GBR,2014-03-13,1984
10022,Grunyashina,Yelena,female,KAZ,2013-12-11,1996
10101,Chen,Ruizhi,male,CHN,2013-12-11,1994
10584,Kuguyenko,Alexandr,male,KAZ,2013-12-11,1997
10680,Ulfati,Zuyina,female,INA,2013-12-11,1994
10708,Tam,Sebastian Zai De,male,HKG,2013-12-11,1997
11178,Myrzakhanova,Zhazira,female,KAZ,2013-12-11,1996
11180,Murat,Alisher,male,KAZ,2013-12-11,1997
11390,Bin Mohd Zulkifli,Muhammad Taqiuddin,male,MAS,2013-12-11,1994
11441,Xin Hui,Lim,female,SGP,2013-12-11,1998
11477,Siti Zulaikha,Zulaikha,female,SGP,2013-12-11,1998
11478,Hui Shan,Tan,female,SGP,2013-12-11,1998
12295,Zhekun,Cui,male,CHN,2013-12-11,1994
12315,Hibino,Ryosuke,male,JPN,2013-12-11,1998
12437,Yan Jun,Valerie Tan,female,MAS,2013-12-11,1995
12439,Tara,Firdaus,female,INA,2013-12-11,1998
12441,Agustin,Alberto,male,INA,2013-12-11,1999
12442,I Kadek,Widiase,male,INA,2013-12-11,1998
12443,M Reza,Arya,male,INA,2013-12-11,1999
12444,Julius Arjun,Irawan,male,INA,2013-12-11,1998
12445,Siti,Fatimah,female,INA,2013-12-11,1996
12446,Ni Made,Lasti,female,INA,2013-12-11,1996
12447,Dwi,Novitasari,female,INA,2013-12-11,1996
12448,Nova Bina,Wardani,female,INA,2013-12-11,1997
12449,Rivaldi,Ode Wijaya,male,INA,2013-12-11,1997
12451,Ngakan Putu,Wisnuarta,male,INA,2013-12-11,1996
12452,Eka Farida,Kusuma,female,INA,2013-12-11,1995
12453,Nurul,Iqomah,female,INA,2013-12-11,1995
12454,Haspriani,Haslim,female,INA,2013-12-11,1994
12455,Dedi,Perdamaian,male,INA,2013-12-11,1995
12457,Ilham,Wahyudi,male,INA,2013-12-11,1994
12462,Kukreja,Sadhvi,female,IND,2013-12-11,1998
12467,Wong,Vincent,male,SGP,2013-12-11,1996
12469,Wei Jie,Ng,male,SGP,2013-12-11,1997
12481,Supasan,Thanakornkul,male,THA,2013-12-11,1996
5224,Kamber,Elia,male,SUI,2013-11-23,1987
3711,Schönberger,Lars,male,GER,2013-11-19,1983
3966,Berther,Aldo,male,SUI,2013-11-18,1970
5619,Schrag,Nico,male,GER,2013-11-18,1988
6069,Hirche,Teresa,female,GER,2013-11-18,1988
7764,Schumann,Ricardo,male,GER,2013-11-18,1993
2523,Becan,Klemen,male,SLO,2013-11-16,1982
6592,Förster,Frederike,female,GER,2013-11-16,1988
7077,Stütz,Christina,female,AUT,2013-11-16,1991
8302,Sustersic,Tina,female,SLO,2013-11-16,1993
8449,Nilssen,John Henry,male,NOR,2013-11-16,1988
8784,Epih,Sergej,male,SLO,2013-11-16,1993
8957,Pintar,Gasper,male,SLO,2013-11-16,1994
11479,Kasahara,Daisuke,male,JPN,2013-11-16,1989
11873,FerÄák,Viliam,male,SVK,2013-11-16,1992
566,Felix,Martin,male,SUI,2013-11-15,1978
5559,Wäger,Ramona,female,SUI,2013-11-09,1990
1901,Beichler,Carsten,male,GER,2013-11-07,1970
2308,Richter,Uwe,male,GER,2013-11-07,1968
4180,Locher,Markus,male,SUI,2013-11-07,1985
5616,Neumärker,Felix,male,GER,2013-11-07,1988
6065,Neumärker,Luisa,female,GER,2013-11-07,1990
12149,Maricic,Marina,female,SLO,2013-11-06,1977
3287,Guerimand,Flavien,male,FRA,2013-11-01,1985
11258,Lefevre,Ludovic,male,FRA,2013-11-01,1986
8446,Janggen,Nina,female,SUI,2013-10-29,1994
5445,Scholich,Gerlind,female,GER,2013-10-28,1986
12428,Laimer,Thomas,male,AUT,2013-10-28,1980
7273,Savisko,Anastasiya,female,UKR,2013-10-19,1990
8786,Zhang,Yuhang,male,CHN,2013-10-19,1990
9473,Schnöller,Lukas,male,AUT,2013-10-12,1995
9532,Marty,Gaël,male,FRA,2013-10-12,1994
11031,Thijs,Liam,male,BEL,2013-10-12,1997
11089,Durel,Tom,male,FRA,2013-10-12,1995
11864,Ivanov,Yurii,male,RUS,2013-10-12,1998
11944,LE CERF,Flora,female,FRA,2013-10-12,1998
12014,Jimenez Julian,Roger,male,ESP,2013-10-12,1997
12167,Sousa,João,male,POR,2013-10-12,1994
12210,Contadini,Laura,female,FRA,2013-10-12,1994
12212,Soubrier,marie,female,FRA,2013-10-12,1996
12394,Rav On,Guy,male,ISR,2013-10-12,1996
12399,Hopkins,Eleanor,female,IRL,2013-10-12,1996
12415,Zak,Martin,male,CZE,2013-10-12,1997
12416,Gaudre,Théo,male,FRA,2013-10-12,1998
12417,Georges,Isoline,female,FRA,2013-10-12,1998
8776,Lee,Changhyon,male,KOR,2013-10-11,1972
9730,Yang,Eunjoung,female,KOR,2013-10-11,1972
12400,Kwon,Kiyoon,male,KOR,2013-10-11,1971
12402,Kim,Youngwha,male,KOR,2013-10-11,1975
12404,Lee,Hyunsook,female,KOR,2013-10-11,1962
12405,Choi,Hanbin,female,KOR,2013-10-11,1996
9982,Waldleben,Moritz,male,GER,2013-10-06,1996
8057,Nicklas,Jan,male,GER,2013-10-05,1993
8349,Weilmünster,Tim,male,GER,2013-10-05,1994
11116,Moser,Josefine,female,GER,2013-10-05,1995
12413,Zupan Hajna,Nadja,female,SLO,2013-10-01,1962
7854,Nevelik,Ondrej,male,CZE,2013-09-30,1989
10956,Buff,Shanu,female,SUI,2013-09-28,1998
11759,Sergeev,Sergei,male,RUS,2013-09-28,1956
1233,Belomestnova,Maria,female,RUS,2013-09-27,1982
5853,Tolokonina,Maria,female,RUS,2013-09-27,1987
7579,Golovina,Alexandra,female,RUS,2013-09-27,1992
7821,Sirekanyan,Vaginak,male,RUS,2013-09-27,1991
8360,Krasavina,Nadazhda,female,RUS,2013-09-27,1993
8731,Kalina,Alexander,male,RUS,2013-09-27,1986
8977,Payl,Konstantin,male,RUS,2013-09-27,1994
9699,Iakovleva,Natalia,female,RUS,2013-09-27,1992
9923,Bogomolov,Dmitriy,male,RUS,2013-09-27,1994
10019,Astashkin,Evgeny,male,RUS,2013-09-27,1985
12395,Musihin,Victor,male,RUS,2013-09-27,1988
12396,Volkov,Gleb,male,RUS,2013-09-27,1990
12398,Atlarov,Ivan,male,RUS,2013-09-27,1992
12411,Bezborodova,Natalia,female,RUS,2013-09-27,1990
12175,DE COL,Augusto,male,ITA,2013-09-23,1957
6719,Libot,Wanne,male,BEL,2013-09-20,1988
8603,Langbehn,Soho,female,CHI,2013-09-20,1992
8604,Gaona,Lucas,male,CHI,2013-09-20,1990
9486,Buma,Tabitha,female,NED,2013-09-20,1994
9714,Langbehn,Facundo,male,CHI,2013-09-20,1994
9953,Schubert,Bob,male,NED,2013-09-20,1996
10147,Mitchell,Lucy,female,IRL,2013-09-20,1993
12406,Lee,Heecheol,male,KOR,2013-09-16,1958
12407,Jung,Okyoung,male,KOR,2013-09-16,1962
8148,Test,Athlete 5,male,XYZ,2013-09-10,1975
11893,Bari,Shimon,male,ISR,2013-09-09,1978
6679,Webb-Parsons,Christopher,male,AUS,2013-09-07,1985
7618,Yurko,Oleksiy,male,UKR,2013-09-07,1991
7961,Podchesov,Kostiantyn,male,UKR,2013-09-07,1989
9052,Chelombytko,Yevgeniy,male,UKR,2013-09-07,1994
9512,Boulos,Alessandro,male,ITA,2013-09-07,1994
10035,Sirotti,Gianluca,male,ITA,2013-09-07,1991
10782,Skorpil,Marek,male,CZE,2013-09-07,1996
11747,Sahle,Elin,female,SWE,2013-09-07,1999
11788,Lemière,Nils,male,BEL,2013-09-07,1999
11817,Nesse,Herman,male,NOR,2013-09-07,1995
11839,Petersen,Magnus,male,DEN,2013-09-07,1995
12361,Thaning,Rasmus,male,NOR,2013-09-07,1998
12363,Haugsver,Kristine,female,NOR,2013-09-07,1997
12365,Persen,Camilla,female,NOR,2013-09-07,1999
12367,Bjørngaard,Gunnhild,female,NOR,2013-09-07,1999
12376,Booth,Duncan,male,GBR,2013-09-05,1971
12390,Sedor,Jon,male,USA,2013-09-04,1988
7421,Trump,Ralf,male,GER,2013-09-01,1991
9789,Krämer,Moritz,male,GER,2013-09-01,1991
3039,Schulte,Ferdinand,male,NED,2013-08-31,1977
3498,Sommer,Remo,male,SUI,2013-08-31,1986
6302,Avramov,Stefan,male,BUL,2013-08-31,1986
7548,Farcy,Nicolas,male,BEL,2013-08-31,1983
9455,Haldenby,Helen,female,GBR,2013-08-31,1982
9882,Peet,Gill,female,GBR,2013-08-31,1982
9952,Busker,Hans,male,NED,2013-08-31,1983
10382,Van den berg,Rianne,female,NED,2013-08-31,1981
11713,Johansen,Therese,female,NOR,2013-08-31,1990
11755,De Smit,Jan,male,BEL,2013-08-31,1974
12355,Struteanu,Mircea,male,ROU,2013-08-31,1984
6990,Feistmantl,Christian,male,AUT,2013-08-30,1991
8758,Ratti,Andrea,male,ITA,2013-08-28,1991
3396,Johansonn,Anton,male,FIN,2013-08-24,1983
3703,Hernandez Medina,Miguel Angel,male,MEX,2013-08-24,1983
6685,Pietras,Kasia,female,USA,2013-08-24,1988
6904,González,Diego Luis,male,MEX,2013-08-24,1989
7753,Sugita,Masatoshi,male,JPN,2013-08-24,1985
9774,Winter,Jonas,male,GER,2013-08-24,1994
8782,Chilese,Valdo,male,ITA,2013-08-22,1989
6228,Rodriguez,Francis,female,VEN,2013-08-20,1980
12382,PRA BALDI,Michele,male,ITA,2013-08-20,1990
10591,Botto,Andrea,male,ITA,2013-08-19,1994
12026,Bassoli,Massimo,male,ITA,2013-08-19,1959
11761,Schöffl,Volker,male,GER,2013-08-16,1965
3235,Escobar,Manuel,male,VEN,2013-08-15,1984
7886,Camacho,Reinaldo,male,VEN,2013-08-15,1992
8986,Okolnichnikova,Svetlana,female,RUS,2013-08-15,1994
9135,Hoy,Ryder,male,CAN,2013-08-15,1994
9181,Levin,Josh,male,USA,2013-08-15,1994
9453,Ponomarev,Anton,male,RUS,2013-08-15,1994
9664,Barks,Dylan,male,USA,2013-08-15,1995
9694,Baranova,Valeria,female,RUS,2013-08-15,1995
10085,Lamarche,Iyma,female,CAN,2013-08-15,1995
10136,Metcalf,Amelia,female,USA,2013-08-15,1995
10145,Skinn,Collier,male,USA,2013-08-15,1996
10188,Shelpakova,Polina,female,RUS,2013-08-15,1996
10201,Cisneros,Mario,male,ECU,2013-08-15,1996
10223,Vila,Tomas,male,ARG,2013-08-15,1994
10268,Acosta,Edward,male,ECU,2013-08-15,1994
10292,Wu,Jacquelyn,female,USA,2013-08-15,1996
10294,Hansen,Nicole,female,USA,2013-08-15,1994
10524,Bester,Gillian,female,RSA,2013-08-15,1994
10542,Rakyshev,Sagzhan,male,KAZ,2013-08-15,1996
10778,Bradley,Nicholas,male,USA,2013-08-15,1997
10808,Sutley,Amy,female,CAN,2013-08-15,1996
10820,Hernández Iñiguez,Diego,male,MEX,2013-08-15,1994
11053,Kotov,Danila,male,RUS,2013-08-15,1998
11088,Karkavina,Anastasia,female,RUS,2013-08-15,1997
11278,Branda,Ian,male,CAN,2013-08-15,1995
11379,Strickland,Ryan,male,USA,2013-08-15,1994
11383,Russell,Shannon,female,USA,2013-08-15,1994
11576,Pozo,Marlon Alexis,male,ECU,2013-08-15,1998
11587,DEL CONDE CARMONA,Fernanda,female,MEX,2013-08-15,1997
11591,SÃNCHEZ DOMINGUEZ,Brenda,female,MEX,2013-08-15,1996
11604,Everton,Connor,male,USA,2013-08-15,1996
11605,LaBerge,Chloe,female,USA,2013-08-15,1997
11610,Tolson,Hannah,female,USA,2013-08-15,1997
11686,Ponce,Daniel,male,CHI,2013-08-15,1998
12007,Albrecht,Julian,male,LUX,2013-08-15,1997
12038,Kustayev,Zhaslan,male,KAZ,2013-08-15,1996
12136,Sealy-Fisher,Rachel,female,RSA,2013-08-15,1996
12147,Findlay,Adam John Bruno,male,RSA,2013-08-15,1998
12148,Roering,Grivin,male,RSA,2013-08-15,1997
12181,Cho,Seongkoo,male,KOR,2013-08-15,1995
12238,Rodriguez Mancillas,Ahuitz Ricardo,male,MEX,2013-08-15,1998
12276,White,Cameron,male,CAN,2013-08-15,1994
12283,Hughes,Benjamin,male,CAN,2013-08-15,1998
12308,Moody,Dillon,male,USA,2013-08-15,1997
12309,Criss,Jake,male,USA,2013-08-15,1997
12310,DiTrani,Trevor,male,USA,2013-08-15,1995
12311,Becker,Nicholas,male,USA,2013-08-15,1998
12312,Steffey,Peter,male,USA,2013-08-15,1998
12369,Ionescu,Justin,male,ROU,2013-08-15,1976
10718,Causin,Alessandro,male,ITA,2013-08-14,1987
10721,Bellinzani,Oliviero,male,ITA,2013-08-14,1955
11142,De Paoli,Davide,male,ITA,2013-08-14,1993
11830,Scherer,Reinhold,male,AUT,2013-08-14,1965
12145,Phillips,Clive,male,GBR,2013-08-14,1961
12358,Galimberti,Luca,male,ITA,2013-08-14,1973
7228,Konishi,Daisuke,male,JPN,2013-08-13,1987
9745,Cittadini,Matteo,male,ITA,2013-08-13,1990
11831,Messner,Rupert,male,AUT,2013-08-13,1973
11852,Trummer,Melanie,female,AUT,2013-08-13,1987
12111,Schoepf,Michael,male,AUT,2013-08-13,1981
5813,Moreno De Los Huerto,Daniel,male,ESP,2013-08-09,1987
7635,Moroder,Rudi,male,ITA,2013-08-09,1992
8781,Avoscan,Sara,female,ITA,2013-08-09,1989
11774,Jubes Angarita,Eilleen,female,ESP,2013-08-09,1982
12343,Acevedo Alfaro,Armando,male,MEX,2013-08-09,1980
12338,Hudson,David,male,USA,2013-08-08,1964
12350,Pitcher,MArk,male,USA,2013-08-08,1974
12351,Fernandez,Pablo,male,VEN,2013-08-08,1961
12352,Giner,David,male,VEN,2013-08-08,1989
12346,Pidgen,Matthew,male,GBR,2013-08-07,1976
312,Parry,Gareth,male,GBR,2013-08-05,1973
12298,Langley,Mike,male,GBR,2013-08-05,1986
12299,Howick,Kornelija,female,GBR,2013-08-05,1985
12341,Juricinec Cesen,Polona,male,SLO,2013-08-04,1981
5052,Rude,Chelsea,female,USA,2013-08-03,1986
11620,Vazquez,Paola,female,ECU,2013-08-03,1994
9178,Jenerik,Cicada,female,USA,2013-07-31,1994
11866,Piratinskiy,Alexander,male,RUS,2013-07-31,1944
12256,Kavzar,Borut,male,SLO,2013-07-31,1973
12331,Pyatova,Alexandra,female,RUS,2013-07-31,1967
12025,Pan,Yelena,female,KAZ,2013-07-30,1953
12324,Devyaterikova,Margarita,female,KAZ,2013-07-30,1967
12301,Nguyen,Dung,male,CAN,2013-07-29,1971
5274,Shulga,Olexiy,male,UKR,2013-07-27,1986
8952,Pöll,Katharina,female,AUT,2013-07-25,1994
8978,Fedorov,Nikolay,male,RUS,2013-07-25,1994
9037,Ustimenko,Mariya,female,UKR,2013-07-25,1994
9501,Stepanek,Michal,male,CZE,2013-07-25,1994
9654,Rokotyanskii,Denys,male,UKR,2013-07-25,1995
9691,Shchelnikova,Olga,female,RUS,2013-07-25,1994
9713,Kozlowski,Jakub,male,POL,2013-07-25,1995
9757,Gauthier,Candice,female,FRA,2013-07-25,1995
9920,Janis,Izabela,female,POL,2013-07-25,1995
9986,Mienne Sicinska,Solène,female,FRA,2013-07-25,1995
10005,Schneider,Manuel,male,ITA,2013-07-25,1996
10168,Gilic,Barbara,female,CRO,2013-07-25,1994
10282,Samus,Oleksiy,male,UKR,2013-07-25,1994
10394,Kaczanowski,Jacek,male,POL,2013-07-25,1995
10401,Dosedel,Miroslav,male,CZE,2013-07-25,1997
10459,Jurisa,Lara,female,CRO,2013-07-25,1997
10595,Guidotti,Ilaria,female,ITA,2013-07-25,1994
10748,Hammer,Samuel,male,FIN,2013-07-25,1997
10785,Vasko,Roman,male,UKR,2013-07-25,1996
10786,Kamyenyev,Sergiy,male,UKR,2013-07-25,1996
10792,Vedenmieier,Danyil,male,UKR,2013-07-25,1997
10817,Jakic,Karlo,male,CRO,2013-07-25,1996
10832,Capano,Marco,male,ITA,2013-07-25,1994
10981,Lyhne,Markus,male,DEN,2013-07-25,1996
10988,Marzari,Luca,male,ITA,2013-07-25,1995
11017,Hinrichsen,Maja,female,DEN,2013-07-25,1997
11063,Shcherbakov,Maxim,male,RUS,2013-07-25,1995
11065,Feddersen,Jonas Uglvig,male,DEN,2013-07-25,1999
11067,Kodzhebash,Vladyslav,male,UKR,2013-07-25,1996
11075,Zinovyev,Oleksandr,male,UKR,2013-07-25,1994
11078,Shevchenko,Vladyslav,male,UKR,2013-07-25,1998
11110,Fabjan,Larisa,female,SLO,2013-07-25,1998
11146,Menardi,Matteo,male,ITA,2013-07-25,1998
11168,Jungmayr,Thomas,male,AUT,2013-07-25,1994
11342,Profico,Francesco,male,ITA,2013-07-25,1996
